ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Keyword(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN,Accession number,PMCID
"biblio-1579770","Transtornos mentais comuns e lazer em uma amostra comunitária no interior de São Paulo/ Common mental disorders and leisure in a community sample in São Paulo State","Vieira, Júlia Lelis; Lima, Maria Cristina Pereira","Rev. APS (Online);27: e272437856, 05/07/2024.","Rev. APS (Online)","LILACS","article","pt","2024","Atenção Primária à Saúde; Saúde Mental; Atividades de Lazer","Atenção Primária à Saúde; Atividades de Lazer; Leisure Activities; Mental Health; Primary Health Care; Saúde Mental","BRASIL","https://periodicos.ufjf.br/index.php/aps/article/view/e272437856","Estudos têm mostrado elevada prevalência de transtornos mentais, mas poucos investigaram sua associação com lazer. Objetivo: Investigar a relação entre transtornos mentais comuns (TMC) e lazer em uma amostra de usuários adultos de uma unidade saúde da família. Método: Trata-se de um estudo transversal, no qual foi aplicado questionário investigando características sociodemográficas e atividades de lazer nos seis meses anteriores à entrevista. A presença de TMC foi considerada o desfecho e foi investigada por meio do Self Reporting Questionnaire. Lazer foi investigado como variável categórica. A análise multivariada foi realizada com a construção de modelos de Regressão Logística para análise livre de confundimento. Resultados: a amostra, com 189 participantes, obteve uma taxa de resposta de 75,9%. A prevalência de TMC foi 24,3%. Na análise univariada, observou-se uma associação entre lazer e TMC, porém isso não se manteve após ajuste para sexo. Conclusões: No presente estudo, lazer foi fator de proteção para TMC entre homens, mas não entre mulheres, sendo plausível supor que aspectos socioculturais interfiram entre gênero e lazer. Concluiu-se que novos estudos poderão aprimorar a investigação do potencial benefício do lazer para a saúde mental.",20241129,27,,10.34019/1809-8363.2024.v27.37856,1809-8383,,
"biblio-1563368","Os enfermeiros e a síndrome de burnout no contexto da pandemia da COVID-19/ Nurses and burnout syndrome in the context of the COVID-19 pandemic","Ferreira, Brisa Emanuelle Silva; Silva, Alexandra de Oliveira Souza; Vilarino, Bruna; Silva, Esther Cristina Vieira; Carvalho, Isadora Caroline; Bernardes, Gabriel Lopes; Laysa, Renatha; Araújo, Claudirene Milagres","Nursing (Ed. bras., Impr.);28(313): 9339-9350, jul.2024. tab.","Nursing (Ed. bras., Impr.)","LILACS","article","en","2024","Saúde Mental; Pessoal de Saúde; Esgotamento Psicológico; COVID-19; Enfermeiros","Burnout Syndrome; COVID-19; COVID-19; COVID-19; Enfermeiros; Enfermeros; Health Professionals; Mental Health; Nurses; Profesionales de la Salud; Profissionais de Saúde; Salud Mental; Saúde Mental; Síndrome de Burnout; Síndrome de Burnout","BRASIL","https://www.revistanursing.com.br/index.php/revistanursing/article/view/3208/3908","Introdução:  A  pandemia  da  COVID-19  tem  impactado  signicativamente  a  saúde  mental  dos  profissionais  de  saúde,  especialmente  dos  enfermeiros  que  estão  na  linha  de  frente  do  combate  à  doença.  Nesse  contexto,  a  síndrome  de  Burnout  é  um  fenômeno que tem recebido destaque, pois pode levar ao esgotamento físico e emocional desses profissionais. Objetivo: Este artigo tem como objetivo analisar a relação entre enfermeiros e a síndrome de Burnout diante da pandemia da COVID-19. Método: Trata-se  de  revisão  de  literatura  cientíca  que  abordam  a  temática  em  questão.  Resultados:  Os  resultados  apontam  que  a  pandemia  da  COVID-19 aumentou a sobrecarga de trabalho dos enfermeiros, que têm enfrentado condições adversas de trabalho, como falta de equipamentos de proteção individual e o medo de contaminação. Essas condições têm levado a um aumento dos níveis de estresse e ansiedade entre os enfermeiros, o que pode contribuir para o desenvolvimento da síndrome de Burnout. Portanto, é necessário que sejam implementadas medidas de proteção aos profissionais de saúde, como a oferta de suporte emocional e psicológico, além de uma carga de trabalho adequada. Conclusão: A pandemia da COVID-19 teve um impacto signicativo na saúde mental dos profissionais da equipe de enfermagem, com aumento da prevalência de sintomas de depressão, ansiedade e estresse. É essencial fornecer suporte psicológico e emocional, melhorar as condições de trabalho e garantir o acesso a equipamentos de proteção adequados. Investir na saúde mental desses profissionais é fundamental para o bem-estar individual e a qualidade do cuidado aos pacientes. Instituições de saúde, gestores e profissionais devem reconhecer essa importância e trabalhar juntos para fornecer o suporte necessário durante e após a pandemia.(AU)",20240731,28,313,10.36489/nursing.2024v28i313p9339-9350,1415-8264,,
"mdl-38848709","[Two Ethical Criticisms of the New Mental Health Law]./ Duas Críticas Éticas ao Editorial Acerca da Nova Lei de Saúde Mental.","M Martinho, Sérgio; Pinto Almeida, Susana","Acta Med Port;37(6): 487-488, 2024 Jun 03. ","Acta Med Port","MEDLINE","article","pt","2024","Saúde Mental; Humanos; Portugal; Saúde Mental/legislação & jurisprudência; Saúde Mental/ética","Involuntary Treatment; Mental Health; Portugal; Psychiatric; Psychiatry/ethics; Psychiatry/legislation & jurisprudence","PORTUGAL","https://dx.doi.org/10.20344/amp.21105","",20240607,37,6,10.20344/amp.21105,1646-0758,,
"biblio-1584801","Promoção da saúde mental com adolescentes na pandemia de covid-19: Pedagogia Psicodramática/ Mental health promotion with adolescents in the covid-19 pandemic: Psychodramatic Pedagogy/ Promoción de la salud mental con adolescentes en la pandemia de covid-19: Pedagogía Psicodramática","Santi, Daniela Bulcão; Rossa, Roberta; Bomfim, Luciene da Silva Santos; Dias, Alcione Ribeiro; Ichisato, Sueli Mutsumi Tsukuda; Baldissera, Vanessa Denardi Antoniassi","Rev. Enferm. Cent.-Oeste Min.;14: 5117, jun. 2024.","Rev. Enferm. Cent.-Oeste Min.","LILACS","article","pt","2024","Humanos; Masculino; Feminino; Adolescente; Saúde Mental; Saúde do Adolescente; COVID-19; Promoção da Saúde; Teoria de Enfermagem","Adolescent health; Covid-19; Covid-19; Covid-19; Health promotion; Mental health;; Nursing theory; Promoción de la salud; Promoção da saúde; Salud del adolescente; Salud mental; Saúde do adolescente; Saúde mental; Teoria de enfermagem; Teoría de enfermería","","http://www.seer.ufsj.edu.br/recom/article/view/5117/3472","Objetivo: Identificar  sentimentos  e  conhecimentos  relacionados  à  promoção  da  saúde  mental  com  adolescentes  no  contexto  da  pandemia  de  covid-19. Método:  Trata-se  de  uma  pesquisa-ação,  estruturada  por  meio  da  Pedagogia  Psicodramática,  de  Maria  Alícia  Romaña.  Realizou-se  uma  oficina  virtual  da  qual  participaram  13  estudantes  do  ensino  médio  da  Rede  Federal  de  Educação  Profissional  e  Tecnológica.  Os  dados  foram  analisados segundo o Modelo de Promoção da Saúde, de Nola Pender. Resultados:  Foi  possível  evidenciar  com  os  adolescentes  as  dificuldades  e  possibilidades para a saúde mental. As categorias barreiras para a ação, influências interpessoais e influências situacionais se destacaram para o foco das ações de cuidado. Considerações finais: A prática educativa de enfermagem,  fundamentada  em  um  referencial  teórico  e  articulada  com  estratégias dialógicas, é capaz de mobilizar o coletivo e apoiar o itinerário de promoção da saúde mental do adolescente",20241230,14,,10.19175/recom.v14i0.5117,2236-6091,,
"biblio-1566293","Reconfiguração identitária do enfermeiro na prática da saúde mental/ Nurse identity reconfiguration in mental health practiceReconfiguración de la identidad del enfermero en la práctica de la salud mental/ Reconfiguración de la identidad del enfermero en la práctica de la salud mental","Gusmão, Ricardo Otávio Maia; Brito, Maria José Menezes","Rev. Enferm. Cent.-Oeste Min.;14: 5031, jun. 2024.","Rev. Enferm. Cent.-Oeste Min.","LILACS","article","pt","2024","Humanos; Masculino; Feminino; Trabalho; Saúde Mental; Enfermagem; Crise de Identidade","Crise de Identidade; Crisis de Identidad; Enfermagem; Enfermería; Identity Crisis; Mental Health; Nursing; Salud Mental; Saúde Mental; Trabajo; Trabalho; Work","","http://www.seer.ufsj.edu.br/recom/article/view/5031/3269","Objetivo: Analisar as práticas de enfermeiros e suas implicações na (re)construção de sua identidade no contexto da saúde mental. Métodos: Trata-se de um estudo de caso, de abordagem qualitativa, alicerçado no referencial teórico de Claude Dubar. Participaram sete enfermeiros que atuam em Centros de Atenção Psicossocial de uma cidade do norte de Minas Gerais, Brasil. Os dados foram analisados à luz do referencial teórico sobre identidade de Claude Dubar, e por meio da Análise de Conteúdo. Resultados:  Os  dados  foram  analisados  e  discutidos  por  meio  das  categorias ""As práticas do enfermeiro no contexto da saúde mental"" e ""Competências profissionais do enfermeiro em saúde mental e Identidade Real"". Conclusão: O estudo sinaliza a reconfiguração identitária do enfermeiro no campo da saúde mental expressa pelas práticas, competências profissionais e identidade real construída na percepção de si como agente terapêutico.",20240806,14,,10.19175/recom.v14i0.5031,2236-6091,,
"biblio-1562603","Mal do século: meio ambiente e doença no filme "Safe" (1995) de Todd Haynes/ Evil of the century: environment and disease in the film "Safe" (1995) by Todd Haynes/ El mal del siglo: medio ambiente y enfermedad en la película "Safe" (1995) de Todd  Haynes","Lucena, Tiago Franklin Rodrigues; Colacios, Roger Domenech; Gontijo, Rodrigo Corrêa; Kikuchi, Thiago Koiti","RECIIS (Online);18(2)abr.-jun.  2024.","RECIIS (Online)","LILACS","article","pt","2024","Fatores Socioeconômicos; Saúde Mental; Fatores de Risco; Meio Ambiente; Filmes Cinematográficos; Assunção de Riscos; Fatores Culturais; Recuperação e Remediação Ambiental; Políticas; Fatores Econômicos","Análise fílmica; Análisis cinemtográfico; Cine; Cinema; Cinema; Environment; Film analysis; Medio ambiente; Meio ambiente; Mental Health; Risk society; Salud mental; Saúde mental; Sociedad del riesgo; Sociedade de risco","BRASIL","https://fi-admin.bvsalud.org/document/view/6mhuc","O filme ""Safe"" (1995), dirigido por Todd Haynes, conta a história de Carol White, dona de casa de classe média alta em Los Angeles, que começa a sofrer de uma misteriosa alergia aos frutos da ""modernidade"" (alimentos ultraprocessados, produtos sintéticos e poluição). Realizado décadas atrás, o filme é atual para criticar a sociedade contemporânea, explorando a desconexão e o vazio existencial nas crises ambientais. A resenha se aprofunda nos dilemas sofridos pela personagem que, apesar de viver em um ambiente abastado, sente-se alienada e busca refúgio em um grupo que oferece uma solução pseudocientífica para seu mal. O filme se posiciona como uma crítica à sociedade de consumo e às consequências das políticas neoliberais, questionando a eficácia de soluções superficiais para problemas profundos e sistêmicos.",20240723,18,2,10.29397/reciis.v18i2.4436,1981-6278,,
"mdl-38747760","Childhood and adolescence in mental health policy: an analysis through health counselors and conferences./ A infância e a adolescência na política de saúde mental: uma análise por meio dos conselheiros e conferências de saúde.","Cubas, João Mário; Bonamigo, Victoria Grassi; Alvarenga, Rodrigo; Carvalho, Deborah Ribeiro","Cien Saude Colet;29(5): e01452023, 2024 May. ","Cien Saude Colet","MEDLINE","article","pt","2024","Política de Saúde; Saúde Mental; Humanos; Adolescente; Criança; Conselheiros; Entrevistas como Assunto; Congressos como Assunto; Feminino; Serviços de Saúde Mental/organização & administração","","BRASIL","https://dx.doi.org/10.1590/1413-81232024295.01452023","This qualitative, descriptive, and exploratory documentary and field research aimed to analyze how children and adolescents are included in the formulation of public mental health policies. The document analysis database consisted of reports from Health Conferences (national, state, and municipal), minutes of meetings of the Health Council (national, state, and municipal), and memories of the Thematic Commission on Mental Health (state and municipal). Nine counselors or former health counselors participated in this study through an individual interview with a semi-structured script. Furthermore, the theoretical framework for the analysis of this research was based on the communicative action of Jürgen Habermas. The themes that emerged from the documentary research included the guidelines for intersectoral processes, as well as the expansion of beds for children and adolescents. In addition, the interviews indicated the lack of discussion on the subject, predominance of the punitive perspective, and need for a broader debate. The lack of intersubjective spaces for democratic listening compromises communicative action, resulting in the invisibility of children and adolescents in the policy formulation process and reduced opportunities for participation and social control.",20240515,29,5,10.1590/1413-81232024295.01452023,1678-4561,,
"mdl-38775519","Mental health in Brazil in times of neoliberalism and pandemic: retrogression and resistance.","Oliveira, Cláudia Freitas de","Hist Cienc Saude Manguinhos;31: e2024017, 2024. ","Hist Cienc Saude Manguinhos","MEDLINE","article","en","2024","COVID-19; Política de Saúde; Saúde Mental; Pandemias; Política; Brasil/epidemiologia; Humanos; COVID-19/epidemiologia; Serviços de Saúde Mental/história; Serviços de Saúde Mental/organização & administração; História do Século XXI; Reforma dos Serviços de Saúde/história","","BRASIL","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11100310","This study analyzes aspects of mental health in Brazil as an active political field involving a range of social segments and actors from opposing fields in a context of advancing neoliberalism and pandemic. The analysis begins in 2016, when fiscal austerity entered the national agenda, and proceeds through the pandemic until the present day, when both phenomena continue to prevail, even if the intensity of the pandemic is now reduced. In the ambit of mental health, the national policy based on the principles of the psychiatric reform has suffered severe setbacks. Nonetheless, despite state-sponsored efforts to discourage social control and public participation, important sectors of society are engaged in active resistance.",20240522,31,,10.1590/S0104-59702024000100017en,1678-4758,,
"biblio-1587543","Saúde mental e pobreza desafiando a enfermagem no cuidado/ Mental health and poverty challenging nursing care/ Salud mental y pobreza cuidados de enfermería desafiantes","Menezes, Rubens Alex de Oliveira; Pantoja, Vencelau Jackson da Conceição; Monteiro, Cássio Diogo Almeida; Ribeiro, Denise Aparecida Morelli","Enferm. foco (Brasília);15: 1-6, maio. 2024.","Enferm. foco (Brasília)","LILACS","article","pt","2024","Saúde Mental; Pobreza; Cuidados de Enfermagem","Atención de enfermería; Cuidados de enfermagem; Mental health; Nursing care; Pobreza; Pobreza; Poverty; Salud mental; Saúde mental","BRASIL","https://enfermfoco.org/wp-content/uploads/articles_xml/2357-707X-enfoco-15-e-2024135/2357-707X-enfoco-15-e-2024135.pdf","Objetivo: Discutir a relação entre a saúde mental e a pobreza, bem como os desafios da enfermagem no cuidado. Métodos: Trata-se de um estudo teórico-reflexivo, desenvolvido a partir do conhecimento e das experiências, acadêmicas e profissionais dos autores; os quais analisam, refletem e contextualizam, sobre a contribuição da Enfermagem relacionadas aos valores, princípios e diretrizes de promoção, prevenção, tratamento, reabilitação e cura nos processos de saúdedoença e cuidado. Resultados: Aponta os desafios da enfermagem no cuidado da saúde mental de pessoas em situação de pobreza, onde os indivíduos geralmente têm acesso limitado aos cuidados de saúde mental, devido à falta de recursos financeiros e sociais. Destaca que os profissionais de saúde sejam sensíveis às diferenças culturais e socioeconômicas, inserindo-as no planejamento do cuidar, pois a interação e assimilação das ações propostas, estão relacionadas aos valores culturais e socioeconômicas dos indivíduos. Conclusão: Para superar os desafios, a enfermagem precisa adotar uma abordagem interdisciplinar e humanizada, trabalhando com outros profissionais de saúde mental, como psicólogos e assistentes sociais, para desenvolver um plano de cuidados adequado e abrangente. (AU)",20250213,15,,10.21675/2357-707X.2024.v15.e-2024135,2177-4285,,
"biblio-1592665","Novas evidências de validade para a Escala Clance de Fenômeno do Imposto/ Nueva evidencia de validez para la Escala de Fenómeno del Impostor de Clance/ New Evidence of Validty for the Clance Imposter Phenomenon Scale","Sacramento Zanini, Daniela; Fernandes, Iorhana Almeida; Da Silva Oliveira, Karina","Av. psicol. latinoam;42(2): 1-12, 20240531.","Av. psicol. latinoam","LILACS","article","pt","2024","Humanos; Ansiedade; Pesquisa; Comportamento; Saúde Mental; Cognição; Depressão; Autoteste; Capacidades de Enfrentamento; Problemas Sociais; Esgotamento Profissional","Impostor phenomenon; fenómeno del impostor; fenômeno do impostor; instrument; instrumento; instrumento; prueba psicológica; psicometria; psicometria; psycho-logical test; psychometry; teste psicológico; validade; validez; validity","COLÔMBIA","https://revistas.urosario.edu.co/index.php/apl/article/view/14480/13111","O fenômeno do impostor (FI) é uma experiência psico-lógica em que indivíduos, apesar de alcançarem sucesso profissional ou acadêmico, sentem-se inadequados e temem ser descobertos como fraude. Essa experiência está associada a diversos problemas de saúde mental, como ansiedade, depressão e burnout, e comportamentos desadaptativos, como dificuldade em delegar tarefas e autossabotagem. Apesar disso, são escassos os instru-mentos desenvolvidos para avaliar o fenômeno. Neste estudo, procurou-se ampliar as evidências de validade da Escala Clance do Fenômeno do Impostor (ECFI) no contexto brasileiro, examinando sua estrutura interna, confiabilidade e relação com variáveis externas. Para isso,  contou-se  com  a  participação  de  620  indivíduos  de diversas identidades de gênero e regiões do Brasil. Os resultados da análise fatorial confirmatória revela-ram uma estrutura unidimensional da ECFI, com car-gas fatoriais adequadas e alta consistência interna. Os resultados apontam para uma relação negativa entre os escores de FI e os escores de autoestima e bem-estar. Por sua vez, houve correlação positiva entre FI e ansiedade, depressão e estresse. Além disso, diferenças significa-tivas na experiência do FI foram encontradas entre as identidades de gênero. Esses achados corroboram pes-quisas anteriores, destacando a importância do FI como construto relevante para a saúde mental e para a autoava-liação do desempenho profissional. A ECFI mostrou-se uma medida válida e confiável para avaliar o fenômeno no contexto brasileiro, fornecendo insights importantes para intervenções e políticas voltadas ao enfrentamento do FI e à promoção do bem-estar em adultos brasileiros",20250422,42,2,10.12804/revistas.urosario.edu.co/apl/a.14480,1794-4724,,
"biblio-1586177","Saúde mental e o processo de envelhecimento da comunidade LGBT/ Mental health and the aging process of the LGBT community","Silva, Silvânia Pontes Oliveira da; Lima, Ezequias Lúcio de; Ferreira, Andressa Francisca; Vasconcelos, Maria Idnei Oliveira de; Silva, Hiolanda Nayara da; Nascimento, Geovana Cardoso; Silva, Débora Lins da; França, Emmily Fabiana Galindo de","Estud. Interdiscip. Envelhec. (Online);29: 1-15, maio.2024. ilus","Estud. Interdiscip. Envelhec. (Online)","LILACS","article","pt","2024","Masculino; Feminino; Idoso; Idoso de 80 Anos ou mais; Idoso; Homossexualidade; Saúde Mental; Minorias Sexuais e de Gênero; Identidade de Gênero","Diferença de gênero; Elderly; Gender difference; Homosexuality; Homossexualidade; Mental  health; Minorias sexuais; Pessoas idosas; Saúde mental; Sexual  minority","BRASIL","https://seer.ufrgs.br/index.php/RevEnvelhecer/article/view/134366/91967","As  pessoas  em  processo  de  envelhecimento  são  vítimas  de  violências  e problemas psicológicos, que impactam diretamente a qualidade de vida dos indivíduos. Quando associadas às minorias sociais, torna-se um problema de saúde pública.O objetivo do estudo busca elucidar a respeito da saúde mental das pessoas LGBT diante do processo de envelhecimento. Observou-se como o desenvolvimento de problemas psíquicos como depressão, isolamento e suicídio na comunidade LGBT na faixa etária adulta e predominantemente a idosa, devido estereótipos  como  a  fragilidade,  invalidez  e  síndrome  geriátrica, desconsiderando os legados vivenciados. O estudo trata-se de uma revisão integrativa da literatura, na qual foram realizadas pesquisas nas bases de dados: Biblioteca Virtual de Saúde (BVS), Medical Literature Analysis and Retrieval System Online  (Medline),  National Library  of  Medicine  (PubMed)  e  nas  bibliotecas  virtuais: Scientific Electronic Library Online (SciElo) e Literatura Latino-Americana e do Caribe em Ciências da Saúde (LILACS). Com os seguintes critérios de inclusão: Artigos originais, gratuitos, publicados entre os anos de 2016 a 2021, nos idiomas inglês  e  português,  que  tivessem  correlação  com  a  temática  abordada. Utilizaram-se os Descritores em Ciências da Saúde (DeCS): homossexualidade, minorias sexuais, saúde mental, pessoas idosas, diferença de gênero, associados ao operador booleano: AND, o qual serviu para criar uma relação entre os termos já citados e assim direcionar a busca de artigos. Os resultados mostram que nas relações homoafetivas associada ao processo de envelhecimento, os estigmas e a violência se intensificam, tornando-se fundamental um modelo de saúde biopsicossocial, numa percepção integral da saúde.(AU)",20250123,29,,10.22456/2316-2171.134366,2316-2171,,
"biblio-1587210","Prevalência de ansiedade, depressão e estresse em docentes de ensino superior na pandemia da covid-19/ Prevalence of anxiety, depression and stress in higher education teachers in the covid-19 pandemic/ Prevalencia de ansiedad, depresión y estrés en docentes de educación superior en la pandemia del covid-19","Silva, Bruna Rodrigues da; Trettene, Armando dos Santos; Razera, Fernanda Pataro Marsola; Razera, Ana Paula Ribeiro","Enferm. foco (Brasília);15: 1-6, maio. 2024. tab, ilus","Enferm. foco (Brasília)","LILACS","article","pt","2024","Saúde Mental; Ansiedade; Infecções por Coronavirus; Depressão; Estresse Ocupacional","Ansiedad; Ansiedade; Anxiety; Coronavirus infections; Depresión; Depression; Depressão; Estresse ocupacional; Estrés laboral; Infecciones por coronavirus; Infecções por coronavírus; Mental health; Occupational stress; Salud mental; Saúde mental","BRASIL","https://enfermfoco.org/wp-content/uploads/articles_xml/2357-707X-enfoco-15-e-2024117/2357-707X-enfoco-15-e-2024117.pdf","Objetivo: identificar a prevalência da sintomatologia de ansiedade, depressão e estresse nos professores de ensino superior durante o enfrentamento da pandemia da covid-19. Métodos: estudo transversal, descritivo, de delineamento quantitativo realizado com 127 docentes de ensino superior. Para obtenção dos dados, utilizou-se um questionário sociodemográfico e a Escala de Ansiedade, Depressão e Estresse (DASS21), onde os dados foram pontuados de acordo com o critério normativo do instrumento. Resultados: na identificação do perfil comportamental, 54 participantes (42%) apresentaram índices acima do nível de normalidade de ansiedade, 66 professores (52%) apresentaram algum sintoma depressivo, e em relação ao estresse, 61 participantes (48%) apresentaram algum índice acima do esperado. No entanto, considera-se que dos participantes que apresentaram índices acima do nível de normalidade de ansiedade, 22 (17%) deles encontravam-se num grau considerado muito grave deste transtorno mental. E em relação ao estresse, 24 participantes (19%) encontravam-se num grau moderado desta instabilidade emocional. Conclusão: o estudo permitiu concluir que houve presença da sintomatologia de ansiedade, depressão e estresse nos professores de ensino superior durante o enfrentamento da pandemia da Covid-19, sendo que a sintomatologia de depressão obteve um índice de maior prevalência para algum grau da doença. (AU)",20250210,15,,10.21675/2357-707X.2024.v15.e-2024117,2177-4285,,
